,user_id,history,recommendation,impression
0,87243,0.009948424242424245,0.006014222222222222,0
1,598644,-0.0028056767676767685,0.0,0
2,532401,0.00013532323232323112,0.01119036363636363,0
3,593596,0.007503404040404041,0.006498060606060607,0
4,239687,-0.0009411717171717136,0.008722444444444444,0
5,521853,0.009948424242424245,-0.011886484848484851,0
6,687515,-0.001018888888888888,-0.008825090909090911,0
7,192112,-0.0027092626262626273,0.010677707070707072,1
8,530668,0.004066000000000002,0.0,0
9,290933,0.005981616161616162,0.0008894141414141408,0
10,108656,-0.013565555555555555,0.008592666666666667,0
11,178651,0.0054366464646464635,0.00749659595959596,0
12,86679,0.0,0.0034119898989898984,0
13,95671,0.0,0.0,0
14,656379,0.0035938585858585866,0.0,0
15,332817,0.0,-0.0032402424242424237,0
16,52262,0.014840868686868685,0.010588838383838384,1
17,629430,0.0035869494949494936,-0.0008640707070707072,1
18,419371,-0.0062010202020202024,0.0,0
19,594274,0.008512939393939394,-0.014463121212121212,0
20,6325,0.0,-0.008825090909090911,0
21,597276,-0.003194393939393939,0.0,0
22,200033,-0.0010860909090909102,-0.001240464646464646,0
23,260964,-0.007856707070707075,-0.013587949494949493,0
24,552512,-0.0027092626262626273,0.0,1
25,90382,0.0,0.010084595959595958,0
26,640108,0.0,-0.002760767676767676,0
27,552980,-0.003005232323232323,0.006498060606060607,0
28,428315,0.0,0.0,1
29,449564,0.0,-0.0003571717171717171,0
30,163476,-0.003543292929292929,0.0,0
31,641845,-0.006865424242424244,0.0,0
32,3280,0.00749659595959596,0.006309292929292928,0
33,401352,-0.005172363636363638,0.0,0
34,115754,0.0,0.0,0
35,569010,0.005570080808080809,0.005585909090909088,0
36,159295,0.0,0.0034119898989898984,0
37,171052,0.0,0.0021680101010101006,0
38,73915,0.0035869494949494936,0.004046929292929292,0
39,515908,0.0,0.006644191919191918,1
40,520221,0.0066172626262626265,0.0124409494949495,1
41,24161,0.0011203232323232306,-0.016546414141414136,0
42,157928,0.01451872727272727,0.0,0
43,208520,0.0,0.0035869494949494936,0
44,79744,0.008093151515151517,0.0,0
45,595088,0.0,-0.01809446464646465,0
46,219005,0.0,0.0,0
47,450596,0.0035869494949494936,0.0,0
48,146290,-0.00861051515151515,0.010677707070707072,1
49,691255,0.0,-0.0026498383838383832,0
50,624340,0.0035869494949494936,0.0,0
51,185733,-0.004065606060606059,0.0,0
52,621293,0.0,0.01451872727272727,1
53,555104,0.0,-0.0006564444444444446,0
54,5224,0.005324959595959596,0.0,0
55,71675,0.0055108080808080806,0.013008575757575762,0
56,184159,0.009302282828282831,0.006282383838383841,0
57,604790,-0.0006184747474747504,0.0,0
58,80394,0.00013532323232323112,0.0034119898989898984,0
59,330859,-0.013565555555555555,-0.000569727272727273,0
60,49579,-0.008825090909090911,-0.006333404040404039,0
61,317352,-0.00782294949494949,0.006687121212121209,0
62,202591,-0.0003667979797979795,-0.013248424242424249,0
63,562005,0.008029242424242425,-0.001840666666666668,0
64,665033,-0.0015448585858585863,0.0032642929292929297,0
65,683198,0.0,0.006498060606060607,0
66,531786,0.003170141414141412,0.0,0
67,158238,0.0,0.0,0
68,28155,0.006749898989898989,0.0,0
69,165938,0.015589656565656562,0.009482050505050507,0
70,285096,0,0.013831888888888888,0
71,383569,0.0,-0.0028056767676767685,0
72,188079,0.005324959595959596,0.0,0
73,50451,0.0052712020202020215,0.008455323232323233,0
74,394751,-0.0018779797979797954,0.0,0
75,649058,0.0,0.0,0
76,415551,0.004066000000000002,0.010300979797979799,0
77,707428,-0.006477898989898992,0.0,0
78,614277,-0.0008640707070707072,-0.010034666666666662,0
79,343264,0.0,0.00862388888888889,1
80,26169,-0.005172363636363638,0.0,0
81,368341,0.005324959595959596,0.0,0
82,369158,0.008134444444444442,0.00630750505050505,0
83,415460,0.0011332727272727289,-0.009075242424242425,0
84,559720,-0.006093525252525256,-0.001003999999999998,0
85,558663,0.0,0.008455323232323233,0
86,201390,0.006014222222222222,0.008693737373737374,0
87,158842,-0.00484630303030303,0.003282656565656566,0
88,503349,0.0,0.0,0
89,250016,-0.008825090909090911,-0.009180676767676773,1
90,27745,0.001527121212121212,0.009221828282828281,0
91,43685,0.004502474747474747,0.0,0
92,655647,0.005324959595959596,-0.011886484848484851,0
93,292984,0.0,-0.008825090909090911,0
94,626729,0.0,-0.009987313131313132,0
95,353674,0.0,0.0,0
96,110904,0.00395311111111111,0.013008575757575762,0
97,344648,0.0030436666666666667,-0.004608393939393942,0
98,642982,0.0,-0.006171494949494948,0
99,158594,-0.00203179797979798,-0.008825090909090911,1
